Seller name,Seller Category C,Seller ownership,,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Bosike Space Information Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Chuangli Century Software Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Solang Computer Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Bosike Space Information Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dewang Hi-tech Systems Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Chuangli Century Software Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dewang Hi-tech Systems Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Chuangli Century Software Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dazhan Xieli Information Technology Co., Ltd. chg",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dashouhanzi Computer Systems Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dazhan Xieli Information Technology Co., Ltd. chg",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Botianyi Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Bosike Space Information Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Daoda Technology Co., Ltd. bjh","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Bosike Space Information Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Haimu (Beijing) Laser and CNC Development Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dashouhanzi Computer Systems Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Bosike Space Information Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Lingxiang Creative Software (Beijing) Co., Ltd.bbq",Foreign companies,"Information transmission, computer services and software industry",,
"Lingxiang Creative Software (Beijing) Co., Ltd.bbq",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Yuxin Yicheng Technology Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Lianzhong Digital Entertainment Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Culture, Sports and Entertainment Industry",,
"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.",manufacturing,,
"Beijing Dexing Electronic Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dexing Electronic Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Quantum Hi-Tech (Beijing) Research Institute Co., Ltd. bjj",Sino-foreign joint venture,"Health, social security and social welfare industries",,
"International Business Machines (China) Investment Co., Ltd.",Foreign companies,manufacturing,,
"International Business Machines (China) Investment Co., Ltd.",Foreign companies,manufacturing,,
"Internet Times (Beijing) Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Haomen (China) Network Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Haomen (China) Network Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Haomen (China) Network Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.",manufacturing,,
"Nokia (China) Investment Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Microsoft (China) Co., Ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"Lucent Technologies (China) Co., Ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Procter & Gamble Technology Co., Ltd. bjj",Foreign companies,manufacturing,,
"Lucent Technologies (China) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Nokia (China) Investment Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Procter & Gamble Technology Co., Ltd. bjj",Foreign companies,manufacturing,,
"Lucent Technologies (China) Co., Ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"Lucent Technologies (China) Co., Ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"Lucent Technologies (China) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Motorola (China) Technologies Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Siemens (China) Co., Ltd. Beijing Mobile Communications Network R&D Branch","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Nokia China Investment Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Shiyifa (Beijing) Semiconductor R&D Co., Ltd. bqs",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Shiyifa (Beijing) Semiconductor R&D Co., Ltd. bqs",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Suohong Electronics Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Schlumberger Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing concave and convex micro electronics development co., ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing concave and convex micro electronics development co., ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Toshiba (China) Co., Ltd. Beijing R&D Center",Foreign companies,manufacturing,,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing concave and convex micro electronics development co., ltd. bjj",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Siemens (China) Co., Ltd. Beijing Mobile Communications Network R&D Branch","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Sanming Information Technology Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Sanming Information Technology Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Toshiba (China) Co., Ltd. Beijing R&D Center",Foreign companies,manufacturing,,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Sanming Information Technology Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing ABB High Voltage Switchgear Co., Ltd. glb","Foreign Investment Co., Ltd.",manufacturing,,
"LG Electronics (China) Research and Development Center Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Aoconv Micro Electronics Development Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Sanming Information Technology Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Samsung Communication Technology Research Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Aoconv Micro Electronics Development Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Gempus (Beijing) Electronics Development Co., Ltd. (GBERD)",Foreign companies,"Information transmission, computer services and software industry",,
"VIA Electronics (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Suohong Electronics Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"AsiaInfo Technologies (China) Co., Ltd.chg",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Softstar Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Century Site Technology Development Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Honeywell (Beijing) Technology R&D Experiment Co., Ltd.a",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Panasonic Research and Development (China) Co., Ltd.","Foreign Investment Co., Ltd.",manufacturing,,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Lanfan Technology Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd. bxz",limited liability company,manufacturing,,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Century Site Technology Development Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Softstar Technology (Beijing) Co., Ltd. bjj","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Bit Lianchuang Electronics (Beijing) Co., Ltd.",limited liability company,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Yinglixun Technology Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"VIA Electronics (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Ericsson (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Century Site Technology Development Co., Ltd.",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Toshiba (China) Co., Ltd. Beijing R&D Center",Foreign companies,manufacturing,,
"Beijing Zhengda Oasis Pharmaceutical Technology Co., Ltd.",Foreign companies,"Health, social security and social welfare industries",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"AsiaInfo Technology (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Allion Information Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Maijin Pharmaceutical Technology Co., Ltd.",sole proprietorship,"Health, social security and social welfare industries",,
"Softstar Technology (Beijing) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"AsiaInfo Technology (China) Co., Ltd.","Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Kelan Software System Co., Ltd. bjh",Sino-foreign joint venture,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
"Zhongxun Runtong Technology (Beijing) Co., Ltd.",Foreign companies,"Information transmission, computer services and software industry",,
"Beijing Dezhong Wanquan Pharmaceutical Technology Development Co., Ltd.",Sino-foreign cooperative enterprises,"Information transmission, computer services and software industry",,
