contract number,date of sitting,time,delivery date,amount,internalization,outsourcing,if the sitting date time after 2006,year,date of declaration,name of the project,name of the buyer,location of the buyer,if the buyer is a bank,export,export to OECD,the buyer's country,if the buyer is a chinese organization,classification of the buyer,Buyer Category B,Buyer Category C,name of the seller,Seller Category A,Seller Category B,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,Seller Category C,Seller ownership,if the seller belongs to IT industry,Technical field A,Technical field B,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,Intellectual Property A,Intellectual property B,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Contract type A,Contract type B,Plan Category A,Plan Category B,socioeconomic goals,Turnover,money,installment,paystyle,payment method,Seller registration number,Seller organization number,Is the seller a central institution in Beijing?,Is it an intermediary service organization?,Transformed enterprise
2006110032016431,2006-07-20,31d,2006-08-20,1,0,1,1,2006,11/1/06,Cool Station Cooperation Technical Service Contract,Wang Yue,Shanghai,0,0,0,People's Republic of China (CN),1,6,Chinese nationals,Mainland compatriots,"Internet Times (Beijing) Technology Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,computer network,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,0,1,0,1,Technical Services,General technical services,Out of plan,Out of plan,other,18000,18000,0,2,One time payment,01,00,no,no,no
2010110039000009,2009-12-01,120d,2010-03-31,3,1,0,1,2010,1/18/10,Financial backend system,"Beijing Gaodehaomen Network Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,6,Chinese nationals,Mainland compatriots,"Haomen (China) Network Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,178400,178400,0,2,One time payment,1002,1101,no,no,no
2010110039000008,2009-12-01,181d,2010-05-31,3,1,0,1,2010,1/18/10,Betting tools and new lottery development,"Beijing Gaodehaomen Network Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,6,Chinese nationals,Mainland compatriots,"Haomen (China) Network Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,373600,373600,0,2,One time payment,1002,1101,no,no,no
2010110039000010,2009-12-01,211d,2010-06-30,3,1,0,1,2010,1/18/10,Online filtration system,"Beijing Gaodehaomen Network Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,6,Chinese nationals,Mainland compatriots,"Haomen (China) Network Technology Co., Ltd.",Corporate,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,0,1,1,No intellectual property rights involved,No intellectual property rights involved,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,social development and social services,532400,532400,0,2,One time payment,1002,1101,no,no,no
2007110032006062,2007-03-28,92d,2007-06-28,1,0,1,1,2007,4/13/07,2.5G/3.125G SerDes (serializer/deserializer) technology development,"Beijing Beidazhi Microsystem Technology Co., Ltd.",Beijing,0,0,0,People's Republic of China (CN),1,6,Chinese nationals,Mainland compatriots,"Silicon Valley Analog Semiconductor (Beijing) Co., Ltd.",Corporate,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.",manufacturing,0,Electronics and Information Technology,communication technology,1,0,0,2,Integrated circuit layout design,Integrated circuit layout design,1,0,0,2,technology development,Commissioned development,Out of plan,Out of plan,other,1037500,1037500,0,2,One time payment,01,00,no,no,no
2005110036000001,1/1/00,7305d,1/1/20,,1,0,0,2004,12/22/04,"Research on Nokia Corporation and Nokia (China) Investment Co., Ltd. from 2001 to 2004",Nokia Corporation,,,1,1,Finland(FI),0,5,foreign-invested enterprises,,"Nokia (China) Investment Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,1067973971,1067973971,1,1,Installment payment,,,,,
2006110001003506,7/1/00,3652d,7/1/10,,1,0,1,2006,9/19/06,Entrustment Contract between Microsoft Corporation’s Parent Company and Affiliates,Microsoft Corporation,,,1,1,United States(US),0,3,Overseas enterprises,Foreign companies,"Microsoft (China) Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,1,0,0,2,computer software,,1,0,0,2,technology development,Commissioned development,,,,1032726105,1032726105,1,3,commission payment,,,,,
2006110001000200,1/1/05,729d,12/31/06,,0,1,1,2006,1/6/06,Support CDMA interoperability specification functions and software development and maintenance on station controllers,Lucent Technologies,,,1,1,United States(US),1,4,Domestic-funded enterprises,"Co., Ltd.","Lucent Technologies (China) Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,646040000,646040000,1,3,commission payment,,,,,
2004110001004006,7/7/03,1827d,7/7/08,,1,0,0,2004,11/25/04,Daily chemical product technology research and development service agreement,"Guangzhou Procter & Gamble Co., Ltd.",,,0,0,People's Republic of China (CN),0,5,foreign-invested enterprises,,"Beijing Procter & Gamble Technology Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Advanced Manufacturing Technology,,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,587880000,587880000,1,3,commission payment,,,,,
2002110001001302,1/1/01,545d,6/30/02,,1,0,0,2002,6/13/02,Research and development work on comprehensive billing-related customer service systems and base communication technologies,Langxun Technology Company,,,1,0,Country/region unknown,0,3,,,"Lucent Technologies (China) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,476352000,476352000,1,1,Installment payment,,,,,
2006110036000031,1/1/00,7305d,1/1/20,,1,0,0,2005,12/23/05,"2005 Research and Development Agreement between Nokia Corporation and Nokia (China) Investment Co., Ltd.",Nokia Corporation,,,1,1,Finland(FI),0,3,Overseas enterprises,Foreign companies,"Nokia (China) Investment Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,472333211,472333211,1,1,Installment payment,,,,,
2004110001004005,7/7/04,1826d,7/7/09,,1,0,0,2004,11/25/04,Daily chemical product technology research and development,(PROCTER & GAMBLE COMPANY) Procter & Gamble USA,,,1,1,United States(US),0,3,,,"Beijing Procter & Gamble Technology Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Advanced Manufacturing Technology,,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,420000000,420000000,1,3,commission payment,,,,,
2005110001000888,7/1/02,548d,12/31/03,,1,0,0,2005,2/25/05,Technology research and development related to comprehensive billing and related customer service systems,Lucent Technologies,,,1,1,United States(US),0,3,,,"Lucent Technologies (China) Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,350244000,350244000,1,1,Installment payment,,,,,
2005110001000891,1/1/04,365d,12/31/04,,1,0,0,2005,2/25/05,Support CDMA interoperability specifications and functions and software development and maintenance on base station controllers,Lucent Technologies,,,1,1,United States(US),0,3,,,"Lucent Technologies (China) Co., Ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,248400000,248400000,1,1,Installment payment,,,,,
2001110001001140,12/1/99,396d,12/31/00,,1,0,0,2001,8/22/01,Technology research and development related to comprehensive billing and related customer service systems,Lucent Technologies,,,0,0,People's Republic of China (CN),0,3,,,"Lucent Technologies (China) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,204681600,204681600,1,1,Installment payment,,,,,
2005110036000248,1/1/05,364d,12/31/05,,1,0,0,2005,4/27/05,"GSM/GPRS, CDMA, WCDMA, TDSCDMA mobile phone design and software and hardware technology development","LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,,,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,144173531,144173531,1,1,Installment payment,,,,,
2006110032008918,1/1/06,364d,12/31/06,,1,0,1,2006,6/6/06,Research on TD-SCDMA mobile phone commercialization and other projects,"South Korea Samsung Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,Overseas enterprises,Foreign companies,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,100110831,100110831,1,3,commission payment,,,,,
2006110036000575,1/1/06,364d,12/31/06,,1,0,1,2006,12/26/06,"GSM/GPRS, CDMA, W-CDMA, TD-SCDMA technology development","LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,Overseas enterprises,Foreign companies,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,81688000,81688000,1,1,Installment payment,,,,,
2006110007000011,7/1/05,760d,7/31/07,,1,0,1,2006,1/20/06,RBS 2X16 base station development,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,81000024,81000024,1,1,Installment payment,,,,,
2006110007000008,7/1/05,364d,6/30/06,,1,0,1,2006,1/20/06,Development of remote module for P5 main and remote separated base station,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,75517329,75517329,1,1,Installment payment,,,,,
2006110007000010,7/1/05,638d,3/31/07,,1,0,1,2006,1/20/06,RBS 2111 Base Station Development,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,54385709,54385709,1,1,Installment payment,,,,,
2004110036000304,1/1/04,365d,12/31/04,,1,0,0,2004,12/14/04,"GSM/GPRS, WCDMA, TDSCDMA mobile phone design and development software and hardware technology","LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,,,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,49905186,49905186,1,1,Installment payment,,,,,
2006110007000028,7/1/05,364d,6/30/06,,1,0,1,2006,7/7/06,P4 main remote base station,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,45642723,45642723,1,1,Installment payment,,,,,
2004110001003206,8/15/04,1825d,8/14/09,,1,0,0,2004,9/28/04,"Software, communications and other electronic products developed by Motorola",Motorola Corporation of America,,,1,1,United States(US),0,3,,,"Motorola (China) Technologies Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,41000000,41000000,1,3,commission payment,,,,,
2006110020000328,10/1/05,364d,9/30/06,,1,0,1,2006,6/28/06,"Supplementary Agreement for Mobile Core Network Wireless Network, Mobile Network Management and Mobile Application System Technology Development Project","Siemens International Trading (Shanghai) Co., Ltd.",,,0,0,People's Republic of China (CN),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Siemens (China) Co., Ltd. Beijing Mobile Communications Network R&D Branch",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,40000000,40000000,1,1,Installment payment,,,,,
2002110001001693,1/1/02,364d,12/31/02,,1,0,0,2002,8/26/02,CDMA vocoder DSP and W-CDMA system development,"Samsung Electronics Co., Ltd.",,,1,0,Country/region unknown,0,3,,,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,34885869,34885869,1,1,Installment payment,,,,,
2001110001000380,1/1/99,1277d,7/1/02,,1,0,0,2001,3/20/01,Research and development by Nokia Networks and China Investment Corporation,Nokia Networks,,,0,0,People's Republic of China (CN),0,3,,,"Nokia China Investment Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,34404235,34404235,1,1,Installment payment,,,,,
2004110007000073,1/1/04,304d,10/31/04,,1,0,0,2004,12/16/04,RBS3402 base station development,Ericsson AB,,,1,1,Sweden(SE),0,3,,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,34072164,34072164,1,1,Installment payment,,,,,
2004110037000029,4/1/03,609d,11/30/04,,1,0,0,2004,12/13/04,Design contract commissioned by STMicroelectronics NV,STMicroelectronics NV,,,1,1,Netherlands(NL),0,3,,,"Shiyifa (Beijing) Semiconductor R&D Co., Ltd. bqs",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,New materials and their applications,Electronic information and semiconductor materials,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,25031996,25031996,1,1,Installment payment,,,,,
2006110007000029,7/1/05,364d,6/30/06,,1,0,1,2006,7/7/06,TD-SCDMA ZTE access network system integration,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,24908000,24908000,1,1,Installment payment,,,,,
2004110003000192,4/2/04,730d,4/2/06,,1,0,0,2004,12/15/04,N920 mobile phone,"Wuhan NEC Mobile Communications Co., Ltd.",,,0,0,People's Republic of China (CN),0,5,foreign-invested enterprises,,"Zhongxun Runtong Technology (Beijing) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,24800000,24800000,1,3,commission payment,,,,,
2006110007000056,1/1/06,545d,6/30/07,,1,0,1,2006,11/6/06,RBS 3x18,Ericsson AB(EAB),,,1,1,Sweden(SE),0,3,Overseas enterprises,Foreign companies,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,23851585,23851585,1,1,Installment payment,,,,,
2004110037000028,4/1/03,609d,11/30/04,,1,0,0,2004,12/13/04,Design contract commissioned by STMicroelectronics Asia Pacific (Pty) Ltd.,STMicroelectronics Asia Pacific (Private) Limited,,,1,0,Singapore(SG),0,3,,,"Shiyifa (Beijing) Semiconductor R&D Co., Ltd. bqs",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,New materials and their applications,Electronic information and semiconductor materials,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,23832336,23832336,1,1,Installment payment,,,,,
2006110007000009,7/1/05,364d,6/30/06,,1,0,1,2006,1/20/06,RBS 2108 Base Station Development,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,23156734,23156734,1,1,Installment payment,,,,,
2004110017000016,9/1/03,1521d,10/31/07,,1,0,0,2004,11/30/04,Mobile phone substrate development and design,SONY EMCS Minokamo Technology Center,,,1,1,Japan(JP),0,3,,,"Beijing Suohong Electronics Co., Ltd.",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,21580000,21580000,1,1,Installment payment,,,,,
2001110032002766,2/19/01,365d,2/19/02,,1,0,0,2001,5/20/01,Improving Interpretation of Technical Contracts for Oilfield Operations,Schlumberger Ltd.,,,1,0,Country/region unknown,0,5,foreign-invested enterprises,,"Schlumberger Technology (Beijing) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,New energy and high efficiency and energy saving,"Oil and gas exploration, development and utilization",0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,20750000,20750000,1,3,commission payment,,,,,
2005110001002028,7/1/04,364d,6/30/05,,1,0,0,2005,6/6/05,Samurai-Tsunami card reader chip product development,o2Micro International LTD,,,1,1,United States(US),0,3,,,"Beijing concave and convex micro electronics development co., ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,20249250,20249250,1,1,Installment payment,,,,,
2005110007000038,11/1/04,303d,8/31/05,,1,0,0,2005,10/8/05,RBS 3412 Feasibility Study,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,19763472,19763472,1,1,Installment payment,,,,,
2006110007000055,6/1/06,578d,12/31/07,,1,0,1,2006,11/6/06,GSM system upgrade development and integration,Ericsson AB(EAB),,,1,1,Sweden(SE),0,3,Overseas enterprises,Foreign companies,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,0,1,1,No intellectual property rights involved,,1,0,0,2,technology development,Commissioned development,,,,19621000,19621000,1,1,Installment payment,,,,,
2001110032001648,12/20/00,365d,12/20/01,,1,0,0,2001,3/20/01,Mobile communication standardization and development of W-CDMA,"Samsung Electronics Co., Ltd.",,,1,0,Country/region unknown,0,5,foreign-invested enterprises,,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,19040000,11420000,1,1,Installment payment,,,,,
2004110003000179,8/13/04,731d,8/14/06,,1,0,0,2004,12/7/04,Carnation/N630 mobile communication terminal,"Wuhan NEC Mobile Communications Co., Ltd.",,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Zhongxun Runtong Technology (Beijing) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,18772900,18772900,1,3,commission payment,,,,,
2004110003000178,9/1/04,1096d,9/2/07,,1,0,0,2004,12/7/04,Tenplus mobile communication terminal,"Nippon Electric Co., Ltd.",,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,limited liability company,"Zhongxun Runtong Technology (Beijing) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,18697081,18697081,1,1,Installment payment,,,,,
2005110007000039,11/1/04,303d,8/31/05,,1,0,0,2005,10/8/05,RBS 3402 Base Station Development,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,,"Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,17667797,17667797,1,1,Installment payment,,,,,
2006110007000030,7/1/05,273d,3/31/06,,1,0,1,2006,7/7/06,Wireless unit RU22 850,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,16530610,16530610,1,1,Installment payment,,,,,
2006110007000012,7/1/05,364d,6/30/06,,1,0,1,2006,1/20/06,CDMA wireless network P3 system integration and testing,Ericsson AB,,,1,1,Sweden(SE),0,5,foreign-invested enterprises,"Foreign Investment Co., Ltd.","Ericsson (China) Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,16143219,16143219,1,1,Installment payment,,,,,
2005110001003758,7/1/05,364d,6/30/06,,1,0,0,2005,10/24/05,Narita product development,AOMicrosystems International Corporation,,,1,1,United States(US),0,3,,,"Beijing concave and convex micro electronics development co., ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,"Microelectronics, optoelectronics technology",0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,15775500,15775500,1,1,Installment payment,,,,,
2003110036000034,1/1/03,364d,12/31/03,,1,0,0,2003,7/24/03,GSM/GPRS mobile phone system research and development contract,"LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,5,foreign-invested enterprises,,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,communication technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,15770000,15770000,1,1,Installment payment,,,,,
2006110036000577,1/1/06,364d,12/31/06,,1,0,1,2006,12/26/06,"MC, DDM, V.1, DA product development and design","LG Electronics Co., Ltd.",,,1,1,South Korea(KR),0,3,Overseas enterprises,Foreign companies,"LG Electronics (China) Research and Development Center Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,1,0,3,technical secrets,,0,1,0,1,Technical Services,General technical services,,,,15600000,15600000,1,1,Installment payment,,,,,
2002110001000878,1/1/02,364d,12/31/02,,1,0,0,2002,5/13/02,"Research and development in DTV, GSM/GPRS and other digital fields",LG Electronics Corporation,,,1,0,Country/region unknown,0,3,,,"LG Electronics (China) Co., Ltd.",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,Digital audio and video technology,1,0,0,2,computer software,,1,0,0,2,technology development,,,,,15051133,15051133,1,1,Installment payment,,,,,
2002110001002041,9/9/02,364d,9/8/03,,0,1,0,2002,9/28/02,Shenzhen Development Bank Customer Service Marketing System,Shenzhen Development Bank,,,0,0,People's Republic of China (CN),1,4,Domestic-funded enterprises,state-owned enterprises,"Beijing Kelan Software System Co., Ltd. bjh",,foreign-invested enterprises,0,0,1,1,Sino-foreign joint venture,"Information transmission, computer services and software industry",1,Electronics and Information Technology,computer software,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,14720000,14720000,1,1,Installment payment,,,,,
2004110003000111,4/1/04,364d,3/31/05,,1,0,0,2004,8/23/04,Research and development of speech recognition and other technologies,Toshiba Corporation,,,1,1,Japan(JP),1,2,Research institutions,,"Toshiba (China) Co., Ltd. Beijing R&D Center",,foreign-invested enterprises,1,0,0,2,Foreign companies,manufacturing,0,Electronics and Information Technology,computer software,1,0,0,2,computer software,,1,0,0,2,technology development,,,,,14209600,14209600,1,1,Installment payment,,,,,
2006110032008919,1/1/06,364d,12/31/06,,1,0,1,2006,6/6/06,"Research on AVS-M standardization, 3GPP standardization and speech recognition projects","Samsung Electronics Co., Ltd. (SAIT)",,,1,1,South Korea(KR),0,3,Overseas enterprises,Foreign companies,"Beijing Samsung Communication Technology Research Co., Ltd.",,foreign-invested enterprises,0,0,1,3,"Foreign Investment Co., Ltd.","Information transmission, computer services and software industry",1,Advanced Manufacturing Technology,Automation machinery and equipment technology,0,1,0,3,technical secrets,,1,0,0,2,technology development,Commissioned development,,,,14042148,8877220,1,3,commission payment,,,,,
2003110001003386,7/1/03,365d,6/30/04,,1,0,0,2003,11/10/03,SDIO card reader chip development,AOMicrosystems International Corporation,,,1,1,United States(US),0,3,,,"Beijing concave and convex micro electronics development co., ltd. bjj",,foreign-invested enterprises,1,0,0,2,Foreign companies,"Information transmission, computer services and software industry",1,Electronics and Information Technology,other,0,1,0,3,technical secrets,,1,0,0,2,technology development,,,,,13636425,13636425,1,1,Installment payment,,,,,
