amount,name of the buyer,location of the buyer,if the buyer is a bank,the buyer's country,if the buyer is a chinese organization,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission,if the project is a technical consultation,if the project is an IP exchange,Turnover,money,payment method
,"Wuhan Handu Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1700000,1700000,Installment payment
,"Bank of Communications Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1700000,1700000,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1682100,1682100,One time payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,1646554,1646554,Installment payment
,"Bitlink (Hong Kong) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,1620570,1620570,commission payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,1620202,1620202,Installment payment
,Honeywell Process Industries,,,Canada(CA),0,1,0,1,0,3,1,0,0,1604980,1604980,Installment payment
,"Jilin Xidian Pharmaceutical Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1600000,1600000,Installment payment
,"Hubei Guangji Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1600000,1600000,Installment payment
,"Beijing Shuanglu Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,Installment payment
,"Shanghai Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,Installment payment
,"Beijing Qibaitong Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1500000,1500000,Installment payment
,"Dalian Tianyu Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,Installment payment
,"Sichuan Xinston Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,Installment payment
,"Guangdong Nuojin Medical Appointment Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,1500000,1500000,Installment payment
,"Kunming Bangyu Pharmaceutical Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1500000,1500000,Installment payment
,China International Airlines,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1500000,1500000,Installment payment
,China International Airlines,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,1500000,1500000,Installment payment
,"Liyang Co., Ltd. (Japan)",,,Japan(JP),0,1,0,1,0,3,1,0,0,1500000,1500000,One time payment
,Changshu Rural Commercial Bank,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1488526,1488526,Installment payment
,"Beijing Guoke Hualong Information Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,0,1,1450009,1450009,commission payment
,"Beijing Panasonic Color Picture Tube Co., Ltd.",,,People's Republic of China (CN),0,0,0,1,0,3,1,0,0,1431150,1431150,Installment payment
,"Shandong Lufu Pharmaceutical Group Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1420000,1420000,Installment payment
,"Game Paradise Electronic Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,1412100,1412100,commission payment
,"Shandong Continental Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1400000,1400000,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1400000,1400000,One time payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1400000,1400000,One time payment
,"China Mobile Communications Group Shanghai Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,1390000,1390000,Installment payment
,"Beijing Jinyuan Computer Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1367294,1367294,commission payment
,"Beijing SECCO Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1360000,1360000,Installment payment
,"Shanxi Jinhua Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1350000,1350000,Installment payment
,"Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1346635,1346635,One time payment
,"Daewoo Information Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1345096,1345096,Installment payment
,VENTURZ PHARM INC.,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,1328300,1328300,Installment payment
,"Shanghai Pudong Development Bank Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1320000,1320000,Installment payment
,"Bengbu Fengyuan Pharmaceutical Technology Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1300000,1300000,Installment payment
,"Beijing Softfa Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1300000,1300000,Installment payment
,"Guizhou Xinbang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1300000,1300000,Installment payment
,"Jiangsu Zhengda Fenghai Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,1300000,1300000,Installment payment
,"Jiangsu Zhengda Fenghai Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,1300000,1300000,Installment payment
,"Bitlink (Hong Kong) Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1294700,1294700,commission payment
,"Santak Electronics (Shenzhen) Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1278766,1278766,Installment payment
,Shenzhen Federation of Rural Credit Cooperatives,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1224000,1224000,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1220000,1220000,One time payment
,"Game Paradise Electronic Technology (Beijing) Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,1207500,1207500,commission payment
,"Qingdao Guofeng Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1200000,1200000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,1200000,1200000,Installment payment
,"Beijing Shuanghe Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1200000,1200000,Installment payment
,"Shanghai Yutong Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1200000,1200000,Installment payment
,"Tianjin Zhongxin Pharmaceutical Group Co., Ltd. Sixth Traditional Chinese Medicine Factory",,,People's Republic of China (CN),1,0,1,0,0,2,0,0,1,1200000,1200000,Installment payment
,"Shandong Grandbaike Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1200000,1200000,Installment payment
,"China HP Co., Ltd.",,,People's Republic of China (CN),0,0,0,1,0,3,0,1,0,1168890,1168890,Installment payment
,Honeywell International Ltd.,,,Singapore(SG),0,1,0,0,1,1,1,0,0,1157792,1157792,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,1149242,1149242,Installment payment
,"Beijing Universal Star Software Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,1139587,1139587,commission payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1130000,1130000,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,1129445,1129445,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1128000,1128000,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,1120000,1120000,One time payment
,Logistics information management system for grain warehouse in western suburbs of Beijing,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,1100000,1100000,Installment payment
,"Hainan Kangli Pharmaceutical Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1100000,1100000,Installment payment
,"Shandong Grandbaike Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1100000,1100000,Installment payment
,Guangdong Development Bank,,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,1098000,1098000,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,1070000,1070000,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,1037323,1037323,Installment payment
,VETURE PHARM INC.,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,1026400,1026400,Installment payment
,"Guizhou Zhongsheng Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1000000,1000000,Installment payment
,"Shaanxi Hanjiang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,1000000,1000000,Installment payment
,"Jiangsu Snow Leopard Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1000000,1000000,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,1000000,1000000,One time payment
,"Baishan Guoxin Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,1000000,1000000,Installment payment
,"Shanghai Xudong Haipu Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,990000,990000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,985712,985712,Installment payment
,"Beijing Lenovo 365 Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,980000,980000,Installment payment
,China Aviation Industry Corporation Shanghai Aircraft Design Institute,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,980000,980000,Installment payment
,"China Mobile Communications Group Shanghai Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,980000,980000,Installment payment
,"China Network Communications Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,954800,954800,Installment payment
,Zhejiang Yada Pharmaceutical Factory,,,People's Republic of China (CN),1,1,0,0,1,1,0,0,1,950000,950000,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,950000,950000,One time payment
,"Honeywell (USA) Co., Ltd.",,,United States(US),0,0,0,1,0,3,1,0,0,950000,950000,Installment payment
,"Panasonic Electric Industrial Co., Ltd. Overseas R&D Promotion Center",,,Country/region unknown,0,0,0,1,0,3,1,0,0,939409,939409,Installment payment
,"Guangdong Development Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,938500,938500,Installment payment
,Bank of China Guangdong Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,929600,929600,Installment payment
,Bank of China Shanghai Branch,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,929500,929500,Installment payment
,"Shaanxi Hanjiang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,900000,900000,Installment payment
,"Shaanxi Hanjiang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,900000,900000,Installment payment
,"Jilin Xidian Pharmaceutical Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,900000,900000,Installment payment
,Changsha Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,900000,900000,Installment payment
,"Bank of China Co., Ltd. Liaoning Provincial Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,891000,891000,Installment payment
,Honeywell (Singapore) Ltd.,,,Singapore(SG),0,1,0,1,0,3,1,0,0,890000,890000,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,889793,889793,Installment payment
,"Bank of Communications Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,882000,882000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,860487,860487,Installment payment
,Hua Xia Bank Head Office,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,850000,850000,Installment payment
,Song Xinbo,,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,850000,850000,Installment payment
,"Jiangsu Zhongbang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,850000,850000,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,840000,840000,One time payment
,Honeywell Automation and Control Laboratory,,,United States(US),0,0,0,1,0,3,1,0,0,840000,840000,Installment payment
,"Beijing Lianxin Electronic Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,838400,838400,Installment payment
,China International Travel Service Head Office,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,820000,820000,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,809100,809100,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,808000,808000,One time payment
,"Hainan Tongzhou Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,800000,800000,Installment payment
,"Heilongjiang Runtong Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,800000,800000,Installment payment
,"Jiangsu Yangzijiang Pharmaceutical Group Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,800000,800000,Installment payment
,Harbin Pharmaceutical Group Pharmaceutical Factory,,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,800000,800000,Installment payment
,Honeywell (Prague) Technology R&D Laboratory,,,Czech Republic(CZ),0,0,0,1,0,3,1,0,0,800000,800000,Installment payment
,Bank of China Hebei Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,797000,797000,Installment payment
,"Bank of China Co., Ltd. Hebei Branch",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,795000,795000,Installment payment
,Bank of China Liaoning Branch,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,775000,775000,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,772984,772984,Installment payment
,China International Travel Service Head Office,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,770000,770000,Installment payment
,Xiamen International Bank,,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,760000,760000,Installment payment
,"Hongbai Technology Co., Ltd.",,,Country/region unknown,1,1,1,0,0,2,1,0,0,756960,756960,One time payment
,"Jiangsu Qingjiang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,1,0,0,2,0,0,1,750000,750000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,745199,745199,Installment payment
,"China Netcom Group International Communications Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,743400,743400,Installment payment
,"BD&C Bit Lianchuang (Hong Kong) Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,0,1,738118,738118,commission payment
,Bank of China Shanghai Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,720000,720000,Installment payment
,"Xi'an Zhengda Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,705000,705000,Installment payment
,"Pioneer Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,700000,700000,Installment payment
,"Kunming Bangyu Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,700000,700000,Installment payment
,"Shaanxi Hanjiang Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,700000,700000,One time payment
,"Hainan Kaijian Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,700000,700000,Installment payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,697049,697049,One time payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,696000,696000,Installment payment
,Tianjin Commercial Bank,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,680000,680000,Installment payment
,Guiyang Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,680000,680000,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,664000,664000,One time payment
,"Hongbai Technology Co., Ltd. (Taiwan)",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,662176,662176,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,662168,662168,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,661600,661600,One time payment
,Erisson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,651802,651802,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,648800,648800,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,648000,648000,One time payment
,Ericsson AB,,,United States(US),0,1,0,1,0,3,1,0,0,638869,638869,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,607500,607500,One time payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,605621,605621,Installment payment
,Bank of Communications Shenzhen Branch,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,600000,600000,One time payment
,"Xi'an Zhengda Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,600000,600000,Installment payment
,"Guangxi Guangming Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,1,0,0,2,1,0,0,600000,600000,Installment payment
,"Guangxi Guangming Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,1,0,0,2,1,0,0,600000,600000,Installment payment
,"Beijing Huanjing Logistics Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,590000,590000,One time payment
,"Bohai Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,584000,584000,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,581000,581000,One time payment
,VENTVRPHARM INC (UK),,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,581000,581000,Installment payment
,"China HP Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,1,0,580300,580300,Installment payment
,IBM China HongKong limited,,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,579600,579600,Installment payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,578900,578900,One time payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,578900,578900,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,578900,578900,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,578900,578900,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,565600,565600,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,563500,563500,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,560000,560000,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,560000,560000,One time payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,560000,560000,One time payment
,"Changzhou Siyao Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,550000,550000,Installment payment
,Shanghai Pudong Development Bank Shanghai Regional Headquarters,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,550000,550000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,537804,537804,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,536989,536989,Installment payment
,"Japan Century Information Technology Co., Ltd.",,,Japan(JP),1,1,1,0,0,2,1,0,0,530000,530000,One time payment
,Shandong Tai'an Pharmaceutical Factory,,,People's Republic of China (CN),1,1,0,1,0,3,0,0,1,530000,530000,Installment payment
,"Beijing Peking University Weixin Biotechnology Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,520000,520000,Installment payment
,Tianjin Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,520000,520000,Installment payment
,NCR（Hongkong）Limited,,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,518324,518324,Installment payment
,Ericsson AB,,,Sweden(SE),0,1,0,1,0,3,1,0,0,509192,509192,Installment payment
,"BD&C Bit Lianchuang (Hong Kong) Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,0,1,505656,505656,commission payment
,"Harbin Sanlian Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,500000,500000,Installment payment
,"Beijing Lianxin Electronic Technology Development Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,500000,500000,Installment payment
,"Pioneer Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,1,0,0,1,1,1,0,0,500000,500000,Installment payment
,"Xi'an Xindong Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,0,1,500000,500000,Installment payment
,"China HP Co., Ltd.",,,People's Republic of China (CN),1,0,0,0,1,1,0,1,0,497400,497400,Installment payment
,Ningbo Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,495000,495000,Installment payment
,"Beijing Jinyuan Computer Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,483271,483271,commission payment
,VENTORE PHARM INC.,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,481000,481000,Installment payment
,Guiyang Commercial Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,480000,480000,Installment payment
,"Hua Xia Bank Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,0,1,0,480000,480000,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,480000,480000,One time payment
,Guiyang,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,470000,470000,Installment payment
,Ministry of Railways Fund Clearing Center,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,460000,460000,Installment payment
,Bank of China Beijing Branch,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,460000,460000,Installment payment
,"Shanxi Angsheng Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,450000,450000,Installment payment
,"Beijing Universal Star Software Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,0,0,1,440755,440755,commission payment
,"Xinjiang Tiandi Group Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,440000,440000,Installment payment
,"Shanghai Pudong Development Bank Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,440000,440000,Installment payment
,"BD&C Bit Lianchuang (Hong Kong) Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,0,1,437965,437965,commission payment
,Agricultural Bank of China Shenzhen Branch,,,People's Republic of China (CN),0,1,0,1,0,3,1,0,0,435178,435178,Installment payment
,Shenzhen Development Bank,,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,420000,420000,Installment payment
,Siemens (Switzerland) Ltd.,,,Country/region unknown,1,1,1,0,0,2,1,0,0,419371,419371,One time payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,413500,413500,Installment payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,413500,413500,One time payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,410000,410000,Installment payment
,"Allion Computer Co., Ltd.",,,People's Republic of China (CN),0,1,1,0,0,2,1,0,0,410000,410000,One time payment
,"Shanghai Pudong Development Bank Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,408000,408000,Installment payment
,"Nokia (China) Investment Co., Ltd.",,,People's Republic of China (CN),0,1,0,1,0,3,0,1,0,403353,403353,Installment payment
,"China Netcom Group International Communications Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,401800,401800,Installment payment
,"Beijing Lenovo FM Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,400000,400000,Installment payment
,Northeast Pharmaceutical Group Shenyang First Pharmaceutical Factory,,,People's Republic of China (CN),1,0,0,0,1,1,1,0,0,400000,400000,Installment payment
,Guangdong Development Bank,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,388500,388500,Installment payment
,"Beijing Huanjing Logistics Co., Ltd.",,,People's Republic of China (CN),1,1,1,0,0,2,1,0,0,386000,386000,Installment payment
,"Henan Fusen Pharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,1,0,0,380000,380000,Installment payment
,"Hongbai Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,364500,364500,One time payment
,"Beijing Lenovo FM Technology Co., Ltd.",,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,360000,360000,Installment payment
,"Chongqing Sano Biopharmaceutical Co., Ltd.",,,People's Republic of China (CN),1,0,0,1,0,3,0,0,1,360000,360000,Installment payment
,Beijing Xinlian Electronic Technology Development Company,,,People's Republic of China (CN),1,1,0,1,0,3,1,0,0,360000,360000,Installment payment
